County Name,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021,FTE Teachers 2021-2022,Total Staff 2021-2022,Total Students 2021-2022
CALDWELL COUNTY,LOCKHART ISD,48055,28902,372.01,669.16,6118.0,385.23,730.2,6043.0,405.85,770.62,6128.0
FLOYD COUNTY,LOCKNEY ISD,48153,77902,45.29,92.2,450.0,41.63,90.42,456.0,39.03,83.9,433.0
MADISON COUNTY,LOHN ISD,48307,160905,12.95,23.88,75.0,13.95,27.47,102.0,13.0,25.0,125.0
LAMPASAS COUNTY,LOMETA ISD,48281,141902,25.08,53.03,289.0,27.86,57.45,316.0,28.91,59.47,317.0
NUECES COUNTY,LONDON ISD,48355,178906,69.66,124.67,1107.0,84.24,149.92,1280.0,85.62,154.21,1428.0
HUNT COUNTY,LONE OAK ISD,48231,116906,86.63,167.88,1006.0,77.52,155.64,967.0,75.01,157.09,1027.0
COLLIN COUNTY,LONE STAR LANGUAGE ACADEMY,48085,43802,15.75,23.75,171.0,15.86,19.85,206.0,19.39,27.37,146.0
GREGG COUNTY,LONGVIEW ISD,48183,92903,588.93,1171.5,8621.0,608.6,1232.68,8254.0,617.01,1253.61,8236.0
GAINES COUNTY,LOOP ISD,48165,83902,16.69,32.16,137.0,17.25,32.49,146.0,17.39,32.42,151.0
MITCHELL COUNTY,LORAINE ISD,48335,168902,17.54,35.81,158.0,18.18,36.61,143.0,17.21,35.84,135.0
MARION COUNTY,LORENA ISD,48309,161907,121.6,243.06,1728.0,124.95,248.13,1741.0,129.94,253.31,1766.0
CROSBY COUNTY,LORENZO ISD,48107,54902,29.56,75.6,271.0,24.49,73.47,229.0,25.89,75.1,237.0
CAMERON COUNTY,LOS FRESNOS CISD,48061,31906,668.27,1544.23,10739.0,665.91,1546.28,10529.0,685.66,1575.48,10355.0
WHARTON COUNTY,LOUISE ISD,48481,241906,41.99,78.78,510.0,42.38,79.74,493.0,43.65,80.83,518.0
COLLIN COUNTY,LOVEJOY ISD,48085,43919,292.09,586.01,4272.0,285.58,590.94,4206.0,284.95,544.26,4345.0
HOUSTON COUNTY,LOVELADY ISD,48225,113903,49.83,89.34,534.0,49.41,86.24,512.0,49.87,85.15,504.0
LUBBOCK COUNTY,LUBBOCK ISD,48303,152901,1969.7,3393.64,27759.0,2003.97,3475.34,26451.0,1920.27,3409.51,25659.0
LUBBOCK COUNTY,LUBBOCK-COOPER ISD,48303,152906,501.07,907.62,6571.0,547.78,975.92,7115.0,573.62,1014.5,7592.0
JONES COUNTY,LUEDERS-AVOCA ISD,48253,127905,15.97,28.39,107.0,17.21,30.38,107.0,17.73,31.66,99.0
ANGELINA COUNTY,LUFKIN ISD,48005,3903,582.08,1278.68,7861.0,592.97,1320.52,7432.0,593.03,1322.49,7360.0
CALDWELL COUNTY,LULING ISD,48055,28903,95.94,183.92,1403.0,95.49,187.23,1418.0,105.83,196.33,1440.0
HARDIN COUNTY,LUMBERTON ISD,48199,100907,259.07,495.33,4037.0,275.87,516.03,4144.0,277.23,522.81,4202.0
DALLAS COUNTY,LUMIN EDUCATION,48113,57805,18.47,49.84,296.0,18.38,51.76,256.0,16.64,47.66,250.0
WILLACY COUNTY,LYFORD CISD,48489,245902,108.52,270.98,1474.0,100.22,260.76,1449.0,105.3,258.07,1428.0
ATASCOSA COUNTY,LYTLE ISD,48013,7904,114.47,268.19,1726.0,135.05,305.44,1760.0,126.01,285.86,1743.0
KAUFMAN COUNTY,MABANK ISD,48257,129905,248.73,512.11,3566.0,252.97,529.2,3544.0,255.14,522.39,3659.0
MASON COUNTY,MADISONVILLE CISD,48313,154901,168.38,304.64,2399.0,171.22,310.35,2294.0,173.0,316.57,2319.0
MONTGOMERY COUNTY,MAGNOLIA ISD,48339,170906,819.16,1499.98,13264.0,870.52,1711.62,13122.0,900.41,1711.52,13658.0
HENDERSON COUNTY,MALAKOFF ISD,48213,107906,104.01,224.04,1388.0,111.61,240.08,1361.0,118.1,248.32,1420.0
HILL COUNTY,MALONE ISD,48217,109908,12.74,34.6,178.0,13.57,31.68,165.0,11.41,30.54,153.0
BOWIE COUNTY,MALTA ISD,48037,19910,15.82,23.91,229.0,16.91,26.2,219.0,18.07,28.41,208.0
DALLAS COUNTY,MANARA ACADEMY,48113,57844,61.95,95.06,892.0,50.51,64.75,659.0,33.94,50.3,541.0
TRAVIS COUNTY,MANOR ISD,48453,227907,626.27,1365.6,9463.0,638.77,1331.38,9238.0,607.5,1252.57,9270.0
TARRANT COUNTY,MANSFIELD ISD,48439,220908,2263.04,4327.2,35293.0,2273.9,4364.0,35127.0,2365.35,4496.74,35559.0
BREWSTER COUNTY,MARATHON ISD,48043,22902,9.85,15.95,55.0,12.0,18.91,60.0,11.94,17.3,57.0
BURNET COUNTY,MARBLE FALLS ISD,48053,27904,315.75,671.8,4270.0,314.95,678.62,4099.0,307.87,657.27,4014.0
PRESIDIO COUNTY,MARFA ISD,48377,189901,32.58,59.41,340.0,29.98,60.63,294.0,30.52,61.42,270.0
GUADALUPE COUNTY,MARION ISD,48187,94904,104.24,198.52,1486.0,116.37,201.2,1483.0,122.53,209.6,1475.0
FALLS COUNTY,MARLIN ISD,48145,73903,74.08,186.43,880.0,67.71,191.3,881.0,58.84,183.26,882.0
HARRISON COUNTY,MARSHALL ISD,48203,102902,353.46,726.74,5341.0,359.05,764.09,5064.0,340.61,714.26,5070.0
MARION COUNTY,MART ISD,48309,161908,43.06,78.13,516.0,42.72,78.8,541.0,43.08,79.31,533.0
VAN ZANDT COUNTY,MARTINS MILL ISD,48467,234905,43.29,78.63,524.0,43.57,78.88,457.0,40.83,81.65,511.0
NACOGDOCHES COUNTY,MARTINSVILLE ISD,48347,174909,33.07,54.77,409.0,32.91,58.18,341.0,33.31,58.43,345.0
MCCULLOCH COUNTY,MASON ISD,48319,157901,71.32,115.97,715.0,70.87,121.57,716.0,68.25,123.16,759.0
MCLENNAN COUNTY,MATAGORDA ISD,48321,158904,11.0,24.0,133.0,11.0,22.01,106.0,11.6,21.58,101.0
SAN PATRICIO COUNTY,MATHIS ISD,48409,205904,116.5,267.82,1627.0,106.79,252.15,1504.0,119.88,256.31,1443.0
BOWIE COUNTY,MAUD ISD,48037,19903,37.9,72.2,468.0,38.75,75.86,478.0,39.42,80.54,474.0
BROWN COUNTY,MAY ISD,48049,25905,24.92,43.08,266.0,27.01,48.86,253.0,27.17,47.97,229.0
ELLIS COUNTY,MAYPEARL ISD,48139,70915,76.99,165.18,1184.0,79.52,166.77,1161.0,86.31,179.32,1178.0
HIDALGO COUNTY,MCALLEN ISD,48215,108906,1564.11,3265.27,22875.0,1547.44,3334.68,21602.0,1502.76,3348.06,20410.0
UPTON COUNTY,MCCAMEY ISD,48461,231901,42.11,95.67,570.0,44.37,102.8,494.0,40.83,95.14,523.0
BASTROP COUNTY,MCDADE ISD,48021,11905,37.37,63.51,382.0,32.73,66.31,334.0,31.66,63.14,319.0
MARION COUNTY,MCGREGOR ISD,48309,161909,120.09,252.3,1426.0,110.83,247.24,1478.0,113.96,255.79,1494.0
COLLIN COUNTY,MCKINNEY ISD,48085,43907,1656.31,2793.1,24717.0,1642.76,2762.98,23398.0,1631.26,2757.03,23379.0
GRAY COUNTY,MCLEAN ISD,48179,90903,20.42,36.94,236.0,20.5,39.34,201.0,19.47,38.01,187.0
CASS COUNTY,MCLEOD ISD,48067,34906,31.5,64.86,388.0,35.89,65.25,396.0,35.33,62.96,400.0
MARTIN COUNTY,MCMULLEN COUNTY ISD,48311,162904,25.67,50.78,289.0,25.53,51.54,267.0,26.26,51.79,283.0
TERRY COUNTY,MEADOW ISD,48445,223902,28.31,49.23,289.0,31.65,51.11,265.0,30.74,51.43,270.0
KENDALL COUNTY,MEADOWLAND CHARTER DISTRICT,48259,130801,13.78,37.94,123.0,11.35,23.0,82.0,12.71,23.33,79.0
BANDERA COUNTY,MEDINA ISD,48019,10901,30.03,72.22,306.0,33.45,73.75,274.0,37.6,77.51,267.0
MEDINA COUNTY,MEDINA VALLEY ISD,48325,163908,332.13,732.05,5455.0,388.16,820.2,6134.0,443.07,914.36,6785.0
COLLIN COUNTY,MELISSA ISD,48085,43908,190.68,342.97,3163.0,256.24,448.2,4104.0,285.5,550.52,4874.0
HALL COUNTY,MEMPHIS ISD,48191,96904,43.37,107.59,488.0,43.87,110.34,443.0,43.04,116.21,442.0
MENARD COUNTY,MENARD ISD,48327,164901,28.0,61.83,305.0,27.0,63.0,279.0,26.0,62.5,300.0
HIDALGO COUNTY,MERCEDES ISD,48215,108907,373.94,834.11,5275.0,325.5,725.97,4681.0,321.72,732.39,4418.0
BOSQUE COUNTY,MERIDIAN ISD,48035,18902,49.98,107.62,477.0,44.27,94.7,418.0,45.85,95.09,393.0
WILLIAMSON COUNTY,MERIDIAN WORLD SCHOOL LLC,48491,246801,107.41,187.79,1648.0,110.06,203.68,1682.0,105.78,213.77,1684.0
TAYLOR COUNTY,MERKEL ISD,48441,221904,97.86,180.66,1140.0,100.31,179.51,1097.0,95.7,190.9,1087.0
DALLAS COUNTY,MESQUITE ISD,48113,57914,2632.48,5215.05,40379.0,2629.14,5319.98,38527.0,2646.73,5441.15,38378.0
LIMESTONE COUNTY,MEXIA ISD,48293,147903,146.6,323.81,1892.0,151.99,330.66,1844.0,154.0,338.73,1856.0
HARRIS COUNTY,MEYERPARK ELEMENTARY,48201,101855,16.18,30.79,278.0,16.63,29.95,260.0,17.46,31.99,272.0
DEWITT COUNTY,MEYERSVILLE ISD,48123,62906,9.05,16.62,132.0,11.64,24.03,166.0,12.43,23.32,145.0
ROBERTS COUNTY,MIAMI ISD,48393,197902,22.19,36.1,219.0,22.08,39.69,195.0,23.16,40.7,196.0
MIDLAND COUNTY,MIDLAND ACADEMY CHARTER SCHOOL,48329,165802,28.72,47.51,423.0,29.0,44.96,370.0,27.96,42.29,363.0
MIDLAND COUNTY,MIDLAND ISD,48329,165901,1568.65,2731.77,26183.0,1661.17,3012.56,25579.0,1670.32,3030.49,26398.0
ELLIS COUNTY,MIDLOTHIAN ISD,48139,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0,624.45,1238.1,10431.0
CLAY COUNTY,MIDWAY ISD,48077,39905,16.13,28.62,132.0,17.76,30.8,132.0,18.9,32.01,131.0
MILAM COUNTY,MILANO ISD,48331,166903,42.98,78.26,465.0,39.89,76.64,396.0,41.17,75.78,409.0
NAVARRO COUNTY,MILDRED ISD,48349,175910,58.68,104.93,734.0,56.29,109.35,755.0,59.04,117.2,834.0
RUNNELS COUNTY,MILES ISD,48399,200902,41.86,75.23,435.0,40.81,76.99,468.0,43.42,77.43,487.0
ELLIS COUNTY,MILFORD ISD,48139,70909,23.34,44.18,266.0,24.58,44.63,245.0,22.23,40.02,238.0
HOPKINS COUNTY,MILLER GROVE ISD,48223,112907,29.07,46.93,334.0,30.08,51.0,306.0,30.3,51.94,299.0
PARKER COUNTY,MILLSAP ISD,48367,184904,77.04,148.54,1018.0,83.46,163.24,1029.0,88.43,165.61,1101.0
WOOD COUNTY,MINEOLA ISD,48499,250903,131.76,258.02,1637.0,139.36,276.55,1591.0,140.32,280.12,1632.0
PALO PINTO COUNTY,MINERAL WELLS ISD,48363,182903,227.69,484.4,3281.0,232.35,496.24,3116.0,244.97,504.08,3235.0
HIDALGO COUNTY,MISSION CISD,48215,108908,1009.44,2251.24,15588.0,976.84,2213.47,15044.0,948.1,2234.35,13990.0
WARD COUNTY,MONAHANS-WICKETT-PYOTE ISD,48475,238902,134.85,318.72,2410.0,148.32,349.08,2103.0,154.64,355.64,2162.0
MONTAGUE COUNTY,MONTAGUE ISD,48337,169908,11.91,19.83,166.0,12.43,22.2,151.0,12.94,20.36,148.0
HIDALGO COUNTY,MONTE ALTO ISD,48215,108915,61.4,136.07,947.0,65.82,135.56,891.0,63.9,135.56,890.0
TRAVIS COUNTY,MONTESSORI FOR ALL,48453,227826,22.43,61.57,457.0,26.74,60.48,479.0,25.23,58.96,470.0
MONTGOMERY COUNTY,MONTGOMERY ISD,48339,170903,587.57,1058.11,8857.0,594.82,1049.46,8920.0,585.9,1068.47,9343.0
MARION COUNTY,MOODY ISD,48309,161910,59.71,103.6,696.0,61.9,113.54,666.0,62.73,114.72,688.0
SHACKELFORD COUNTY,MORAN ISD,48417,209902,17.45,26.01,111.0,13.26,24.07,118.0,14.23,25.01,114.0
BOSQUE COUNTY,MORGAN ISD,48035,18903,13.51,24.95,129.0,15.34,26.74,136.0,15.5,28.5,139.0
ERATH COUNTY,MORGAN MILL ISD,48143,72910,13.1,19.12,123.0,11.32,18.67,129.0,10.83,17.75,119.0
COCHRAN COUNTY,MORTON ISD,48079,40901,39.08,81.06,394.0,38.44,77.01,374.0,39.06,73.39,361.0
MOTLEY COUNTY,MOTLEY COUNTY ISD,48345,173901,16.54,39.41,162.0,16.19,40.89,167.0,17.87,41.49,157.0
LAVACA COUNTY,MOULTON ISD,48285,143902,28.11,49.79,279.0,26.92,47.81,286.0,26.94,49.87,309.0
HILL COUNTY,MOUNT CALM ISD,48217,109910,17.57,35.41,197.0,18.46,35.07,184.0,18.26,35.89,193.0
RUSK COUNTY,MOUNT ENTERPRISE ISD,48401,201907,39.55,62.97,414.0,39.89,69.98,403.0,40.86,71.09,467.0
TITUS COUNTY,MOUNT PLEASANT ISD,48449,225902,403.77,858.88,5394.0,406.34,832.97,5306.0,402.93,840.31,5139.0
FRANKLIN COUNTY,MOUNT VERNON ISD,48159,80901,123.12,228.69,1621.0,121.42,230.01,1478.0,118.05,225.68,1528.0
COOKE COUNTY,MUENSTER ISD,48097,49902,40.36,65.0,514.0,43.6,68.49,524.0,45.95,72.41,538.0
BAILEY COUNTY,MULESHOE ISD,48017,9901,115.57,223.52,1417.0,113.54,219.96,1337.0,116.25,230.66,1348.0
MILLS COUNTY,MULLIN ISD,48333,167902,35.74,82.32,340.0,33.63,72.41,217.0,28.52,68.1,195.0
ROBERTSON COUNTY,MUMFORD ISD,48395,198906,37.99,70.66,612.0,39.99,72.81,615.0,41.0,74.71,611.0
KNOX COUNTY,MUNDAY CISD,48275,138903,35.99,75.16,392.0,41.44,76.36,396.0,39.1,77.26,405.0
HENDERSON COUNTY,MURCHISON ISD,48213,107908,16.19,28.17,180.0,16.57,32.7,168.0,18.99,36.42,179.0
NACOGDOCHES COUNTY,NACOGDOCHES ISD,48347,174904,422.48,994.45,6249.0,453.96,1013.58,5940.0,440.7,1015.92,5903.0
MEDINA COUNTY,NATALIA ISD,48325,163903,76.85,165.64,1080.0,79.99,179.65,1024.0,82.74,182.46,1146.0
GUADALUPE COUNTY,NAVARRO ISD,48187,94903,128.52,245.58,1943.0,133.44,255.58,1849.0,139.35,265.46,1992.0
GRIMES COUNTY,NAVASOTA ISD,48185,93904,236.49,401.41,3043.0,251.99,443.27,2847.0,239.04,424.15,2991.0
CASTRO COUNTY,NAZARETH ISD,48069,35903,21.55,32.24,253.0,19.7,35.99,250.0,22.08,36.99,250.0
ANDERSON COUNTY,NECHES ISD,48001,1906,33.48,63.92,366.0,35.48,65.4,339.0,30.22,60.13,343.0
JEFFERSON COUNTY,NEDERLAND ISD,48245,123905,363.8,670.72,5207.0,366.06,674.28,5022.0,369.21,654.62,5009.0
FORT BEND COUNTY,NEEDVILLE ISD,48157,79906,207.24,368.95,3262.0,217.04,395.02,3306.0,223.05,404.47,3385.0
BOWIE COUNTY,NEW BOSTON ISD,48037,19905,119.25,237.83,1275.0,119.52,242.71,1174.0,122.62,245.89,1198.0
COMAL COUNTY,NEW BRAUNFELS ISD,48091,46901,541.46,1150.69,9127.0,578.16,1131.23,9282.0,595.36,1149.09,9676.0
MONTGOMERY COUNTY,NEW CANEY ISD,48339,170908,1030.24,2102.33,15381.0,1050.05,2222.17,16274.0,1078.89,2284.74,17116.0
LUBBOCK COUNTY,NEW DEAL ISD,48303,152902,58.45,106.02,786.0,58.14,105.44,754.0,58.45,106.16,725.0
UPSHUR COUNTY,NEW DIANA ISD,48459,230906,80.56,150.35,1118.0,92.59,168.34,1175.0,98.43,169.96,1217.0
BEXAR COUNTY,NEW FRONTIERS PUBLIC SCHOOLS INC,48029,15805,45.3,83.04,663.0,39.98,72.85,485.0,9.2,28.75,149.0
LYNN COUNTY,NEW HOME ISD,48305,153905,39.95,65.63,479.0,47.0,74.88,575.0,49.86,79.01,588.0
CHEROKEE COUNTY,NEW SUMMERFIELD ISD,48073,37908,46.13,98.74,544.0,45.73,100.76,529.0,47.47,102.68,538.0
WALKER COUNTY,NEW WAVERLY ISD,48471,236901,83.7,152.12,1030.0,82.67,154.57,1038.0,85.74,160.12,996.0
YOUNG COUNTY,NEWCASTLE ISD,48503,252902,19.49,37.61,206.0,21.9,39.33,210.0,24.13,42.32,212.0
TARRANT COUNTY,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,48439,220817,255.87,393.6,3005.0,270.44,430.56,3059.0,230.37,414.49,3032.0
NEWTON COUNTY,NEWTON ISD,48351,176902,91.55,192.65,1041.0,91.62,189.68,969.0,93.92,194.08,964.0
GONZALES COUNTY,NIXON-SMILEY CISD,48177,89903,84.14,193.0,1074.0,88.14,209.33,1015.0,88.28,209.34,1065.0
MONTAGUE COUNTY,NOCONA ISD,48337,169902,70.29,140.02,774.0,74.11,150.0,805.0,75.3,156.83,806.0
DEWITT COUNTY,NORDHEIM ISD,48123,62902,16.93,27.63,149.0,16.6,28.55,144.0,16.23,27.44,149.0
LEON COUNTY,NORMANGEE ISD,48289,145906,46.3,91.05,605.0,50.13,99.35,595.0,53.13,102.9,627.0
BEXAR COUNTY,NORTH EAST ISD,48029,15910,4174.47,8387.25,65186.0,4224.64,8516.79,60483.0,4001.53,8151.12,59830.0
HOPKINS COUNTY,NORTH HOPKINS ISD,48223,112906,43.91,86.0,512.0,46.85,93.3,555.0,46.6,94.26,535.0
LAMAR COUNTY,NORTH LAMAR ISD,48277,139911,219.64,451.73,2456.0,208.25,439.25,2361.0,200.03,424.05,2416.0
DENTON COUNTY,NORTH TEXAS COLLEGIATE ACADEMY,48121,61802,41.26,58.04,556.0,46.21,63.79,633.0,44.89,61.8,695.0
MASON COUNTY,NORTH ZULCH ISD,48313,154903,31.44,58.97,339.0,30.1,53.65,300.0,29.26,56.89,315.0
BEXAR COUNTY,NORTHSIDE ISD,48029,15915,6962.33,13498.61,106501.0,6844.94,13307.78,103151.0,6792.17,13046.36,102377.0
DENTON COUNTY,NORTHWEST ISD,48121,61911,1598.11,2506.73,24141.0,1728.82,2701.93,25383.0,1702.98,2873.38,27583.0
DALLAS COUNTY,NOVA ACADEMY,48113,57809,7.99,19.35,135.0,9.9,18.96,122.0,8.95,17.3,124.0
DALLAS COUNTY,NOVA ACADEMY SOUTHEAST,48113,57827,36.76,75.88,616.0,41.68,72.79,613.0,39.23,77.89,535.0
EDWARDS COUNTY,NUECES CANYON CISD,48137,69902,29.69,53.95,280.0,26.68,52.65,260.0,27.14,51.34,254.0
VICTORIA COUNTY,NURSERY ISD,48469,235904,8.5,15.85,132.0,14.0,24.9,141.0,13.0,24.22,136.0
TRAVIS COUNTY,NYOS CHARTER SCHOOL,48453,227804,83.22,113.3,1017.0,91.86,142.31,1077.0,111.78,165.46,1422.0
LYNN COUNTY,O'DONNELL ISD,48305,153903,33.02,60.66,309.0,36.04,64.01,298.0,34.4,61.24,296.0
LEON COUNTY,OAKWOOD ISD,48289,145907,20.19,37.77,199.0,20.91,43.4,192.0,21.44,44.09,234.0
SAN PATRICIO COUNTY,ODEM-EDROY ISD,48409,205905,64.67,148.69,905.0,73.61,157.91,846.0,69.48,162.43,839.0
GALVESTON COUNTY,ODYSSEY ACADEMY INC,48167,84802,68.32,143.65,1197.0,92.82,193.39,1397.0,104.33,212.07,1493.0
CORYELL COUNTY,OGLESBY ISD,48099,50904,18.96,30.35,169.0,19.61,34.38,185.0,22.43,37.75,198.0
RUNNELS COUNTY,OLFEN ISD,48399,200906,10.28,18.67,104.0,14.84,25.25,142.0,13.46,23.93,141.0
YOUNG COUNTY,OLNEY ISD,48503,252903,72.26,137.52,677.0,75.62,140.41,707.0,76.79,147.93,698.0
LAMB COUNTY,OLTON ISD,48279,140905,55.9,111.33,591.0,54.56,108.9,596.0,55.0,108.26,582.0
POLK COUNTY,ONALASKA ISD,48373,187910,78.41,172.39,1119.0,87.44,182.39,1180.0,87.01,191.5,1215.0
JIM WELLS COUNTY,ORANGE GROVE ISD,48249,125903,115.58,254.55,1820.0,121.99,246.31,1714.0,121.11,251.2,1773.0
ORANGE COUNTY,ORANGEFIELD ISD,48361,181905,126.83,238.93,1848.0,132.33,255.81,1791.0,131.69,257.33,1851.0
UPSHUR COUNTY,ORE CITY ISD,48459,230903,76.43,152.89,956.0,80.68,159.43,928.0,82.01,166.85,861.0
WILLIAMSON COUNTY,ORENDA CHARTER SCHOOL,48491,14804,101.99,160.52,1720.0,108.72,176.42,1848.0,110.97,189.04,1907.0
RUSK COUNTY,OVERTON ISD,48401,201908,47.94,92.71,502.0,49.07,93.88,477.0,50.34,97.61,474.0
COTTLE COUNTY,PADUCAH ISD,48101,51901,22.4,40.01,204.0,20.49,37.31,183.0,19.85,34.66,161.0
HASKELL COUNTY,PAINT CREEK ISD,48207,104907,16.38,30.72,118.0,16.24,29.62,91.0,17.69,30.8,95.0
CONCHO COUNTY,PAINT ROCK ISD,48095,48903,23.5,41.95,243.0,23.61,43.4,237.0,25.44,46.5,226.0
MCLENNAN COUNTY,PALACIOS ISD,48321,158905,104.08,213.57,1428.0,96.86,202.21,1316.0,97.77,206.68,1322.0
ANDERSON COUNTY,PALESTINE ISD,48001,1907,254.3,491.72,3393.0,261.55,545.79,3400.0,260.31,554.4,3361.0
ELLIS COUNTY,PALMER ISD,48139,70910,87.02,176.18,1226.0,88.99,179.07,1246.0,90.34,184.05,1256.0
PALO PINTO COUNTY,PALO PINTO ISD,48363,182906,9.73,19.27,95.0,10.71,17.89,84.0,10.7,18.36,84.0
GRAY COUNTY,PAMPA ISD,48179,90904,230.06,496.72,3541.0,235.36,514.8,3506.0,236.0,531.51,3460.0
CARSON COUNTY,PANHANDLE ISD,48065,33902,58.16,111.33,702.0,58.21,110.65,669.0,60.11,110.45,664.0
PANOLA COUNTY,PANOLA CHARTER SCHOOL,48365,183801,4.3,14.85,143.0,6.0,17.25,191.0,7.96,19.96,209.0
COLEMAN COUNTY,PANTHER CREEK CISD,48083,42905,17.61,31.26,150.0,18.11,32.83,156.0,19.26,32.69,165.0
WISE COUNTY,PARADISE ISD,48497,249906,96.84,161.95,1240.0,97.39,164.18,1216.0,101.15,166.38,1283.0
LAMAR COUNTY,PARIS ISD,48277,139909,311.88,597.55,3813.0,316.78,601.75,3857.0,314.69,595.9,3808.0
HARRIS COUNTY,PASADENA ISD,48201,101917,3822.19,8294.24,53291.0,3752.34,8324.23,50614.0,3828.17,8412.66,49326.0
DICKENS COUNTY,PATTON SPRINGS ISD,48125,63906,11.43,30.16,97.0,10.17,30.46,90.0,10.51,29.49,86.0
BEE COUNTY,PAWNEE ISD,48025,13902,19.79,51.32,318.0,22.95,70.87,315.0,23.43,108.78,498.0
BRAZORIA COUNTY,PEARLAND ISD,48039,20908,1306.75,2555.41,21606.0,1317.93,2581.3,21067.0,1300.68,2571.88,21007.0
FRIO COUNTY,PEARSALL ISD,48163,82903,147.49,344.77,2144.0,142.3,344.63,2025.0,140.42,328.82,2042.0
PARKER COUNTY,PEASTER ISD,48367,184908,116.29,196.79,1228.0,112.02,207.6,1382.0,120.71,232.05,1625.0
REEVES COUNTY,PECOS-BARSTOW-TOYAH ISD,48389,195901,176.66,388.79,2797.0,194.05,413.04,2697.0,194.35,464.35,2671.0
DALLAS COUNTY,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,48113,57802,38.47,65.59,676.0,30.98,56.15,506.0,38.57,68.02,486.0
HILL COUNTY,PENELOPE ISD,48217,109914,20.45,45.46,201.0,20.02,42.28,211.0,20.01,39.8,199.0
JACK COUNTY,PERRIN-WHITT CISD,48237,119903,28.87,53.85,334.0,31.29,55.83,316.0,30.24,51.59,322.0
OCHILTREE COUNTY,PERRYTON ISD,48357,179901,185.79,373.37,2238.0,170.15,366.72,2133.0,157.83,373.17,2052.0
HALE COUNTY,PETERSBURG ISD,48189,95904,26.04,49.86,293.0,27.54,57.84,291.0,29.48,60.89,276.0
CLAY COUNTY,PETROLIA CISD,48077,39903,45.75,82.5,450.0,44.93,80.02,446.0,42.25,86.51,463.0
BEE COUNTY,PETTUS ISD,48025,13903,40.47,82.23,420.0,36.45,75.3,374.0,33.68,76.31,379.0
MORRIS COUNTY,PEWITT CISD,48343,172905,70.66,139.55,868.0,76.08,148.71,861.0,77.0,153.75,867.0
TRAVIS COUNTY,PFLUGERVILLE ISD,48453,227904,1819.26,3215.26,25405.0,1909.05,3608.17,25436.0,1862.59,3464.41,25486.0
HIDALGO COUNTY,PHARR-SAN JUAN-ALAMO ISD,48215,108909,2148.32,4624.61,32682.0,2167.14,4660.77,31234.0,2134.45,4644.1,29250.0
DENTON COUNTY,PILOT POINT ISD,48121,61903,111.13,195.67,1395.0,109.97,208.46,1362.0,109.91,200.26,1432.0
GREGG COUNTY,PINE TREE ISD,48183,92904,317.05,676.01,4500.0,321.37,670.67,4545.0,316.44,672.45,4682.0
ANGELINA COUNTY,PINEYWOODS COMMUNITY ACADEMY,48005,3801,65.01,131.91,1022.0,67.44,129.71,996.0,67.15,136.26,995.0
DALLAS COUNTY,PIONEER TECHNOLOGY & ARTS ACADEMY,48113,57850,51.33,65.96,618.0,147.0,191.0,1709.0,170.33,217.0,2226.0
CAMP COUNTY,PITTSBURG ISD,48063,32902,198.04,401.51,2356.0,193.03,418.23,2347.0,206.33,435.59,2358.0
YOAKUM COUNTY,PLAINS ISD,48501,251902,39.0,74.83,479.0,40.89,78.33,431.0,44.91,83.13,412.0
HALE COUNTY,PLAINVIEW ISD,48189,95905,358.9,707.34,5375.0,346.14,711.81,4843.0,336.28,700.05,4752.0
COLLIN COUNTY,PLANO ISD,48085,43910,3906.72,6915.57,53057.0,3786.89,6707.33,50154.0,3638.01,6536.25,49400.0
BOWIE COUNTY,PLEASANT GROVE ISD,48037,19912,164.89,271.65,2158.0,166.61,263.0,2233.0,177.09,270.93,2321.0
ATASCOSA COUNTY,PLEASANTON ISD,48013,7905,229.56,487.82,3564.0,247.76,525.23,3437.0,243.5,528.14,3384.0
HUTCHINSON COUNTY,PLEMONS-STINNETT-PHILLIPS CISD,48233,117904,70.14,124.06,712.0,72.94,126.27,673.0,69.58,126.24,621.0
CAMERON COUNTY,POINT ISABEL ISD,48061,31909,145.59,343.72,2352.0,132.72,312.6,2072.0,131.23,317.5,1976.0
DENTON COUNTY,PONDER ISD,48121,61906,102.37,197.9,1550.0,110.96,214.36,1585.0,110.32,216.63,1582.0
PARKER COUNTY,POOLVILLE ISD,48367,184901,48.13,91.65,542.0,54.06,99.97,557.0,60.56,111.06,645.0
NUECES COUNTY,PORT ARANSAS ISD,48355,178908,48.49,94.3,501.0,46.61,93.85,503.0,47.64,98.49,524.0
JEFFERSON COUNTY,PORT ARTHUR ISD,48245,123907,609.32,1320.69,8319.0,613.87,1313.17,7957.0,614.69,1328.44,8003.0
JEFFERSON COUNTY,PORT NECHES-GROVES ISD,48245,123908,353.43,481.47,5136.0,358.89,511.88,4984.0,358.83,535.27,5196.0
GARZA COUNTY,POST ISD,48169,85902,81.1,166.53,846.0,71.81,154.81,797.0,68.11,149.53,786.0
ATASCOSA COUNTY,POTEET ISD,48013,7906,118.5,246.4,1703.0,121.57,247.09,1603.0,125.16,257.87,1680.0
